text,date,newspaper,likes,retweets,lang,period
"Meet the Bojangles’-chicken-eating, cargo-pants-wearing, Silicon Valley-eschewing “Fortnite” billionaire https://t.co/WlRECxx3cb",2019-12-30 15:45:04+00:00,wsj,62,17,en,precovid
The Democratic presidential candidates are trying to embrace Iowa's tradition of kindness so that they don’t alienate a rival’s supporters https://t.co/fEN45rMEru,2019-12-30 15:30:02+00:00,wsj,41,10,en,precovid
"From @WSJopinion: Tehran's proxies will keep attacking as long as they sense U.S. weakness, writes The Editorial Board. https://t.co/tTgdK5P5Fo",2019-12-30 15:15:06+00:00,wsj,69,19,en,precovid
Tesla's first made-in-China Model 3s hit the road https://t.co/7gZDXNqwT4 https://t.co/YC6VnWu1Wo,2019-12-30 14:59:34+00:00,wsj,75,16,en,precovid
"Ten years ago our phones had physical keyboards and no apps, and Uber was just a fancy German restaurant. Here’s how technology moved us into a new world https://t.co/dovE8i1dZH",2019-12-30 14:45:07+00:00,wsj,88,42,en,precovid
"When the NFL playoffs begin, there will be an unusual sight: the Patriots having to play on wild-card weekend https://t.co/sKWFzGgWzP",2019-12-30 14:30:07+00:00,wsj,81,9,en,precovid
FedEx and UPS are escalating their war on bulky items by levying $24 fees on packages weighing more than 50 pounds https://t.co/uK67s55cZQ,2019-12-30 14:15:07+00:00,wsj,87,33,en,precovid
"2019 was a rough year for tech companies. The plummeting values of WeWork, Uber and others prompted soul-searching among investors. Here’s a look back, with @byayeshajaved #WSJWhatsNow https://t.co/wKUhik3Gr6",2019-12-30 14:00:00+00:00,wsj,82,21,en,precovid
California’s sweeping new rent-control law could result in similar rules popping up all over the country https://t.co/Ofaj8Gq93z,2019-12-30 13:45:06+00:00,wsj,65,21,en,precovid
E-cigarette maker Juul is trying to snuff out a habit from its early days: use of its own product at headquarters https://t.co/amXIDEIrKI,2019-12-30 13:30:02+00:00,wsj,37,13,en,precovid
Changes by YouTube in response to a federal privacy clampdown could hit creators’ wallets https://t.co/BwhVBZDJ0o,2019-12-30 13:15:03+00:00,wsj,59,22,en,precovid
"“It was a big, big mistake.” Amazon executives who branch out elsewhere find the harsher side of the company’s management style doesn’t always translate. https://t.co/13zSo2feKe",2019-12-30 13:00:16+00:00,wsj,92,23,en,precovid
"With the appetite for megamergers at a new high, 2019 was the fourth-best year on record for mergers and acquisitions https://t.co/pRDj7yLBto",2019-12-30 12:45:03+00:00,wsj,37,10,en,precovid
Jewish communities in New York celebrated the last night of Hanukkah after Saturday’s knife attack inside a rabbi’s house #WSJWhatsNow https://t.co/c9TW8TXvb4,2019-12-30 12:30:00+00:00,wsj,99,33,en,precovid
"The killing of Devon Wade rocked the sociology department at Columbia, where former colleagues are still struggling to understand a violent intrusion of real life into the halls of the Ivy League https://t.co/m6zRxYgRCc",2019-12-30 12:15:08+00:00,wsj,142,64,en,precovid
"Of the millions of images that WSJ editors viewed this year, here are the most striking pictures of 2019 https://t.co/8z3pX2QufZ",2019-12-30 12:00:25+00:00,wsj,37,16,en,precovid
"Attitudes are changing about maternal exercise during the fourth trimester, a label for the three months after birth https://t.co/6HES9FZNib",2019-12-30 11:45:03+00:00,wsj,86,18,en,precovid
"If you haven’t paid the licensing fees for selling your pope-themed shower curtains and key chains, the Vatican wants to know about it https://t.co/kn9iuX5ePl",2019-12-30 11:30:07+00:00,wsj,33,14,en,precovid
"A Chinese court sentenced He Jiankui, the scientist who created the world’s first known genetically modified babies, to three years in prison https://t.co/f0SPAPWRmg",2019-12-30 11:15:08+00:00,wsj,123,88,en,precovid
"Americans are driving fewer miles as the way they live, work and shop changes #WSJWhatsNow https://t.co/lav5GP3RBm",2019-12-30 11:00:00+00:00,wsj,97,29,en,precovid
"Heard on the Street: The push for greener roads is already hitting the car industry, but investors shouldn’t forget that heavy trucks are also big polluters https://t.co/FD9sukBxKd",2019-12-30 10:45:05+00:00,wsj,53,18,en,precovid
"North Korea’s Kim Jong Un, days before his annual New Year’s Day speech, emphasized the need for ""measures"" to ensure his country’s sovereignty https://t.co/ljmsdMzGlP",2019-12-30 10:30:09+00:00,wsj,48,21,en,precovid
Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDPcm8q https://t.co/TLCmkRHq8Q,2019-12-30 10:15:05+00:00,wsj,43,22,en,precovid
"In North Carolina, the new I-77 Express lanes are anathema to many Charlotte-area drivers—and that bodes ill for such public-private partnerships https://t.co/x2rqqKnDCP",2019-12-30 10:00:09+00:00,wsj,28,10,en,precovid
"Before his detention, Wang Yi wrote a defiant essay saying the Chinese Communist Party’s ideology is “morally incompatible with the Christian faith” https://t.co/KsLGPe0NXE",2019-12-30 09:45:05+00:00,wsj,328,282,en,precovid
Hedge funds are so eager to attract workers with quantitative skills that some graduates say they are earning $1 million https://t.co/tJ70LiI6az,2019-12-30 09:30:09+00:00,wsj,52,25,en,precovid
Vanguard is close to rolling out its first business for China's masses: a robo adviser that will help  investors pick mutual funds https://t.co/ro7cukitWK,2019-12-30 09:15:05+00:00,wsj,76,25,en,precovid
"Devon Wade left this world much as he entered it, intertwined with his identical twin, Steve, fighting to survive https://t.co/3t5yL4ZIBl",2019-12-30 09:00:10+00:00,wsj,76,32,en,precovid
China faces the highest consumer inflation in nearly a decade along with a toxic combination of stagnating growth and soaring prices  https://t.co/4oexp4RfTV,2019-12-30 08:30:03+00:00,wsj,78,44,en,precovid
"With trade risks receding, keeping China’s rickety financial system on the rails will dominate 2020 https://t.co/U8B8TJ5cGr",2019-12-30 08:00:12+00:00,wsj,45,15,en,precovid
"""I never expected Hong Kong to be like this."" Many of the city's 7.5 million residents wrestle with escalating upheaval after months of protests reshape daily lives.  https://t.co/8m37jcKDew",2019-12-30 07:30:10+00:00,wsj,87,47,en,precovid
"After years of waiting, public investors in 2019 finally got the chance to put their money into a class of U.S. startups famed for transforming industries over the past decade. They balked. https://t.co/sH06VcHCGL",2019-12-30 07:00:06+00:00,wsj,44,22,en,precovid
"Eighteen months after the Supreme Court gave states the green light to tax online transactions, small companies that sell things as diverse as recycled yarn and gold bullion are struggling to adjust https://t.co/ltYqIMhUwp",2019-12-30 06:30:06+00:00,wsj,51,25,en,precovid
"A gunman opened fire at a Texas church during Sunday service. The gunman appeared to shoot two men before an armed person in the church returned fire, local media reported. https://t.co/VvGKnah9sS",2019-12-30 06:00:04+00:00,wsj,89,40,en,precovid
Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDPcm8q https://t.co/jc2o60e5vx,2019-12-30 05:30:08+00:00,wsj,47,29,en,precovid
"Military authorities arrested a Chinese citizen for allegedly taking photos of a base in Florida, the latest in a string of incidents that authorities say may reflect stepped-up Chinese intelligence-gathering operations at U.S. military bases https://t.co/LLAAhB2R7a",2019-12-30 05:00:08+00:00,wsj,250,142,en,precovid
"A minimum-wage bill for ""carwasheros"" and legalization of e-scooter rentals are among the stalled measures in Albany https://t.co/gzSjfR2Zxf",2019-12-30 04:30:04+00:00,wsj,25,3,en,precovid
A woman ditches her gym and trainer for pop-up workouts on the beach and in the parks of San Juan https://t.co/LkABfM1Pal,2019-12-30 04:00:10+00:00,wsj,52,11,en,precovid
"North Korea’s Kim Jong Un, days before his annual New Year’s Day speech, emphasized the need for ""measures"" to ensure his country’s sovereignty https://t.co/J4dIJimNVQ",2019-12-30 03:30:07+00:00,wsj,58,27,en,precovid
New York City health officials are attempting to eliminate childhood lead exposure during the next decade https://t.co/A37AJgwBbG,2019-12-30 03:00:05+00:00,wsj,46,13,en,precovid
"Bobbleheads, yes. Playing cards, no. Here’s how the Vatican decides which pope merchandise to bless. https://t.co/zmlLlhGxnX",2019-12-30 02:30:08+00:00,wsj,49,17,en,precovid
"In 2017, 6,839 black men and boys were killed in America. Devon Wade was one of them. https://t.co/KQCfLXYdkX",2019-12-30 02:00:14+00:00,wsj,215,91,en,precovid
"The median price of Manhattan apartments fell to $999,000 in each of the past two quarters. It hadn’t been below $1 million since the third quarter of 2015. https://t.co/97SSSGvSTC",2019-12-30 01:30:11+00:00,wsj,132,50,en,precovid
The NFL’s analytics revolution is still nascent—which makes it even more tantalizing to the analysts who are tackling the data and looking for an edge https://t.co/8ZMHVtLan5,2019-12-30 01:00:11+00:00,wsj,52,13,en,precovid
"From @WSJopinion: America is undertaking a risky social experiment by legalizing and especially destigmatizing cannabis, and the potential effects are hard to foresee or control, writes The Editorial Board https://t.co/od5eM1VZBt",2019-12-30 00:30:08+00:00,wsj,104,42,en,precovid
"Civil rights icon Rep. John Lewis disclosed that he has advanced pancreatic cancer, but vowed to continue in office while he fights the disease https://t.co/B5TqBabI8l",2019-12-29 23:53:04+00:00,wsj,150,38,en,precovid
Moscow says it initiated a phone call between President Trump and President Putin in which the Russian leader voiced gratitude for U.S. counterterrorism help https://t.co/aymKpdDVzO,2019-12-29 23:30:05+00:00,wsj,145,49,en,precovid
Our new ranking of more than 800 U.S. colleges and universities puts Harvard University in the top spot. See where the others ranked. https://t.co/SGjsI8Gcvm,2019-12-29 23:00:21+00:00,wsj,40,9,en,precovid
More consumers are treating cars a lot like houses during the last financial crisis: by piling on so much debt that drivers owe more than their cars are worth https://t.co/fMoYjZz3Ss,2019-12-29 22:30:07+00:00,wsj,194,100,en,precovid
"Audiences continued to flock to ""The Rise of Skywalker,"" marketed as the long-awaited climax of the Skywalker saga that first began more than four decades ago https://t.co/X7g5Vo7Cuq",2019-12-29 22:00:12+00:00,wsj,47,7,en,precovid
"Baby boomers are retiring, and Gen Z is starting to fill the gaps. Employers haven't seen a generation like this since the Great Depression. https://t.co/udg66DvqnI",2019-12-29 21:30:09+00:00,wsj,229,81,en,precovid
"In 2017, 6,839 black men and boys were killed in America. Devon Wade was one of them. https://t.co/dAbacfwdQa",2019-12-29 21:00:06+00:00,wsj,135,86,en,precovid
"Superlative spots for cross-country skiing, from Vermont's Stowe to Italy's Dolomites https://t.co/sLC2rx0LMd",2019-12-29 20:29:02+00:00,wsj,64,14,en,precovid
"Following months of criticism over lack of transparency, the Department of Homeland Security is opening makeshift immigration tent courts to the public  https://t.co/mSJbdaas7P",2019-12-29 20:10:53+00:00,wsj,43,12,en,precovid
"Bobbleheads, yes. Playing cards, no. Here’s how the Vatican decides which pope merchandise to bless. https://t.co/KlCKVJbOrU",2019-12-29 19:24:03+00:00,wsj,59,24,en,precovid
"Lapses by EgyptAir left a plane unsafe to fly before it crashed in 2016, killing 66, a French probe alleges in documents reviewed by the WSJ https://t.co/boHbdsirBO",2019-12-29 18:55:00+00:00,wsj,44,28,en,precovid
"From @WSJopinion: Socialists err dangerously when they assume a market economy is a conscious project, writes Barton Swaim https://t.co/WQOSb6VP0W",2019-12-29 18:31:07+00:00,wsj,115,51,en,precovid
Breaking: The U.S. conducted airstrikes against a Shia militia group in Iraq and Syria that it said had targeted American forces https://t.co/YeyFLUnZeY,2019-12-29 18:09:26+00:00,wsj,72,45,en,precovid
"Most high-ranking jobs in the NFL are held by men. But not in Philadelphia, where more than half of the Eagles’ top advisers are women. https://t.co/iLSNaWSoky",2019-12-29 18:00:15+00:00,wsj,318,60,en,precovid
Tech predictions for 2020 from @JoannaStern and @wjrothman: You’ll start wearing “hearables.” You might get excited about the iPhone again. And 5G is coming—for real this time. https://t.co/GBfQ5lIrHl,2019-12-29 17:30:07+00:00,wsj,59,27,en,precovid
"Defying forecasts, interest rates were stuck near zero for years after the financial crisis. How could economists have gotten something so basic so spectacularly wrong? https://t.co/3DNgVmVpAl",2019-12-29 17:00:18+00:00,wsj,78,29,en,precovid
"For the third year running, college football’s Tigers will play for the national championship. Except this time, the Tigers are guaranteed to win. https://t.co/0pyhb84KCE",2019-12-29 16:32:10+00:00,wsj,79,21,en,precovid
New York Gov. Andrew Cuomo says a stabbing attack at a rabbi’s home that left five people injured during a Hanukkah celebration was domestic terrorism https://t.co/sK39FmJkTs,2019-12-29 15:49:46+00:00,wsj,218,79,en,precovid
Celebrity moms and Instagram influencers are sharing photos of their spandex-clad postpartum fitness journeys. “Our bodies are capable of healing faster than we think.” https://t.co/fFb0ANC5oh,2019-12-29 15:33:05+00:00,wsj,105,24,en,precovid
"From @WSJopinion: Congress ends its year with a blowout for everyone but taxpayers, writes The Editorial Board https://t.co/5fmx1AE6Xv",2019-12-29 15:00:19+00:00,wsj,50,20,en,precovid
Investors in European hedge funds were wrong-footed after positioning for a subdued equity-market performance in 2019 https://t.co/uCcn30uET3,2019-12-29 14:30:09+00:00,wsj,44,12,en,precovid
New York’s co-op buyers and their dogs are jumping through all sorts of hoops to get precious approval https://t.co/sEbUXIbSC6,2019-12-29 14:00:14+00:00,wsj,33,13,en,precovid
"“New year, new budget,” the saying goes—or “New year, no budget,” depending on your approach  https://t.co/FhpMQ6nqEX",2019-12-29 13:45:02+00:00,wsj,54,12,en,precovid
"Ukrainian government forces and pro-Russia separatists exchange dozens of prisoners, a small step toward a rapprochement between two sides https://t.co/Zvu9aQBBOA",2019-12-29 13:30:08+00:00,wsj,44,9,en,precovid
Who is the greatest investor of the modern era? Hint: It's not Warren Buffett. https://t.co/PmYGogqXyb,2019-12-29 13:15:07+00:00,wsj,212,72,en,precovid
"Is Europe turning into another Japan, fated to decades of sluggish growth and high debt?  https://t.co/56nKmk3xP9",2019-12-29 13:00:10+00:00,wsj,97,44,en,precovid
"“They are stapled to each other’s side"": President Trump and White House counsel Pat Cipollone have developed a close bond since the impeachment inquiry began https://t.co/P2NXP4lW9f",2019-12-29 12:45:06+00:00,wsj,44,14,en,precovid
"For these volunteer firefighters, a buzzing pager could mean a house fire, a trapped elevator, a highway wreckage—or a baby in a box https://t.co/Z82XjPtzxh",2019-12-29 12:30:03+00:00,wsj,110,26,en,precovid
"On the Illinois Waterway, the nation’s lifeblood moves at 5 mph. https://t.co/PET5ODf6jf",2019-12-29 12:15:03+00:00,wsj,37,9,en,precovid
The privacy activist who spurred California to create a consumer-data law wants to make it harder for the tech industry to chip away at the measure https://t.co/aNXwUrMJzh,2019-12-29 12:00:05+00:00,wsj,61,26,en,precovid
This year was supposed to be one of the best ever for U.S.-listed IPOs. Then investors suddenly started focusing on profits.  https://t.co/UiN8TasdUf,2019-12-29 11:45:02+00:00,wsj,64,28,en,precovid
Small online businesses are still trying to adjust to a Supreme Court ruling in a Wayfair case last year https://t.co/p2yUwS90wJ,2019-12-29 11:30:06+00:00,wsj,47,10,en,precovid
Know your inflation adjustments; what’s changing in 2020 taxes and—just as important—what isn’t https://t.co/GIXtJUNoCT,2019-12-29 10:30:08+00:00,wsj,35,9,en,precovid
"An additional 1.3 million U.S. workers will be eligible for overtime pay in 2020 when the annual salary threshold will rise to $35,568 from $23,660 https://t.co/s8GqYXqe9Z",2019-12-29 10:00:07+00:00,wsj,117,41,en,precovid
"A traveller's guide to eating like a local at a ""neighborhood restaurant"" wherever you are https://t.co/6GAb4Bd5EL",2019-12-29 09:30:08+00:00,wsj,116,21,en,precovid
"For 2020, here’s a resolution that could actually work: Go on a low-bad diet https://t.co/koxqchgsoN",2019-12-29 09:00:10+00:00,wsj,81,26,en,precovid
"The rise of streaming, the wide availability of digital music-making tools and hip-hop’s culture of collaboration are among the forces reshaping music for a new generation https://t.co/fHgkoKzznZ",2019-12-29 08:30:08+00:00,wsj,62,18,en,precovid
Think all hotels in Tokyo cost a fortune? The city has a new suite of affordable boutique hotels https://t.co/w7jwigMwCE,2019-12-29 08:00:06+00:00,wsj,73,18,en,precovid
Clemson and LSU advance to college football's National Championship Game https://t.co/ZBZ8ZIpynm,2019-12-29 07:38:24+00:00,wsj,70,19,en,precovid
Lasagna is among the items likely to be fashionable on New York menus in the new year https://t.co/1LU5D59FJp,2019-12-29 07:30:07+00:00,wsj,84,20,en,precovid
Global miners are searching for new ways to handle mining waste to prevent deadly spills. Some tests have been disappointing. https://t.co/Ws0NWyqxcY,2019-12-29 07:00:09+00:00,wsj,45,21,en,precovid
"When the going gets tough, choose a kinder cocktail. This one fits the bill. https://t.co/o5RMHGLDFO",2019-12-29 06:30:07+00:00,wsj,53,12,en,precovid
"Measles has killed dozens of people in Samoa and sickened thousands more since September, out of a population of about 200,000 https://t.co/BD7P98na0i",2019-12-29 06:00:06+00:00,wsj,62,37,en,precovid
"The white wine spritzer: Maligned, misunderstood but actually a marvelous choice for holiday tippling https://t.co/9RFlQNHmck",2019-12-29 05:30:05+00:00,wsj,80,13,en,precovid
"Trying to shake off its image as a Chinese company, video-sharing app TikTok is looking for a global headquarters outside the country https://t.co/0kNrOxzRbh",2019-12-29 05:00:06+00:00,wsj,109,79,en,precovid
The interior-design trends coming to a chic home near you in 2020 https://t.co/emKGQ9svKQ,2019-12-29 04:30:06+00:00,wsj,80,27,en,precovid
"Slowing growth and concerns over energy security have prompted Beijing to take a soften stance on coal, undercutting its image as a leader in fighting climate change https://t.co/raSZ4r1Sym",2019-12-29 04:00:06+00:00,wsj,44,23,en,precovid
Tom Brady's longevity in the NFL is unprecedented. But now he's 42 years old and struggling. Is this the beginning of the end for one of the most accomplished players ever? https://t.co/sknhCcivkc,2019-12-29 03:30:07+00:00,wsj,284,56,en,precovid
Making small adjustments to how you save can pay off big time. Tips for how to stick to your goals in 2020 https://t.co/dbHVFYpZJQ,2019-12-29 03:00:08+00:00,wsj,61,11,en,precovid
"After seven touchdown passes by Joe Burrow in the first half, the Tigers rolled to a 63-28 victory. https://t.co/r9tdGoVz5V",2019-12-29 02:30:28+00:00,wsj,91,14,en,precovid
Three CEOs. Two bankruptcies. The worst wildfire in California history. This is the story of PG&amp;E. https://t.co/sSGnHGkpc1,2019-12-29 02:00:09+00:00,wsj,93,40,en,precovid
"It’s ice castle season in the frozen corners of America, and all is not well. “I feel harassed, bullied, like in high school.” https://t.co/dW1MYLJxKT",2019-12-29 01:30:06+00:00,wsj,33,12,en,precovid
"Justin Fields of Ohio State and Trevor Lawrence of Clemson grew up just 18 miles apart in suburban Atlanta. Tonight, they face off in the Fiesta Bowl with a trip to the national championship on the line. https://t.co/7E1GAr4PiS",2019-12-29 01:00:10+00:00,wsj,122,13,en,precovid
"From @WSJopinion: On the second anniversary of the passage of the Tax Cuts and Jobs Act, our economic predictions have been vindicated, write Gary Cohn and Kevin Hassett  https://t.co/N0zaFlfxOb",2019-12-29 00:30:07+00:00,wsj,256,68,en,precovid
"Detroit style, Chicago deep dish, grandma: a cross-country guide to America's regional pizza styles https://t.co/Zct80Wu9Yg https://t.co/kFEKvEEuxU",2019-12-29 00:00:07+00:00,wsj,55,14,en,precovid
"With genre-blurring acts like Lil Nas X, Billie Eilish and Lizzo on the rise, old music categories are losing their meaning https://t.co/GVjXBRlPJI",2019-12-28 23:45:03+00:00,wsj,110,27,en,precovid
"In 15 years, PG&amp;E went from bankruptcy to bankruptcy. The story of how California's largest utility lost its way. https://t.co/wUdiPrANoU",2019-12-28 23:30:08+00:00,wsj,77,35,en,precovid
Which financial experience in the past decade is shaping the way you look to the next decade? Share your story and some of the lessons you’ve learned with us at voices@wsj.com. https://t.co/du9y2UXk13,2019-12-28 23:15:03+00:00,wsj,32,9,en,precovid
"A small plane en route to a college-football game crashed into the parking lot of a post office in Louisiana shortly after takeoff, killing five people, authorities said https://t.co/wmDyR5bsuf",2019-12-28 23:00:07+00:00,wsj,40,14,en,precovid
"The everything-you-to-know ski guide, including top mountain lodges and high-tech gear https://t.co/Ne9VtcsqPY",2019-12-28 22:45:07+00:00,wsj,57,13,en,precovid
"There have been 636 reported cases of kidnapping, rape, torture and other violent crimes against migrants returned to Mexico under the U.S. “Remain in Mexico” program https://t.co/ywusEidYgL",2019-12-28 22:30:05+00:00,wsj,66,55,en,precovid
More than a dozen new electric car models are coming in 2020. Here’s everything you need to know about the next EV revolution. https://t.co/9xREa5hVXa,2019-12-28 22:15:04+00:00,wsj,119,56,en,precovid
"From @WSJopinion: The “unitary executive” implies both a strong presidency and clear limits on presidential powers, write @davidrivkin and @andrewgrossman https://t.co/iyiU6xfKdH",2019-12-28 22:00:10+00:00,wsj,56,18,en,precovid
"“It just seems so plain. So safe. So suburban."" https://t.co/tSCTHuTxnC",2019-12-28 21:45:06+00:00,wsj,49,12,en,precovid
Young Americans share their money milestones from the last decade and their hopes for the coming one https://t.co/HJdlvS38G2,2019-12-28 21:30:07+00:00,wsj,41,6,en,precovid
"His story is a fairy tale. It's also an economics lesson. NBA teams have new demands, and the Miami Heat's Duncan Robinson is the supply. https://t.co/mfZyAldcEI",2019-12-28 21:15:03+00:00,wsj,77,19,en,precovid
"Tech predictions for 2020: the rise of hearables, the retreat of unicorns and the arrival (really this time!) of 5G https://t.co/smo29ZzT6K",2019-12-28 21:00:16+00:00,wsj,51,20,en,precovid
"Wages for the typical worker are rising at the fastest rate in more than a decade, even faster than for bosses https://t.co/CSOkr2ym4t",2019-12-28 20:45:04+00:00,wsj,162,70,en,precovid
The discounts and freebies tech startups have used to lure customers have fallen out of favor as investors lose patience with failure to turn a profit https://t.co/JpJEB0sQi1,2019-12-28 20:30:04+00:00,wsj,24,8,en,precovid
"Many homeowners pay higher rates after refinancing their homes to tap home equity, but for some the trade-off often makes sense https://t.co/GvkRyZ0mVc",2019-12-28 20:15:02+00:00,wsj,31,15,en,precovid
Three CEOs. Two bankruptcies. The worst wildfire in California history. This is the story of PG&amp;E. https://t.co/oipqcrQibe,2019-12-28 20:00:17+00:00,wsj,74,29,en,precovid
Are culottes the most divisive women's pants in existence? Perhaps. https://t.co/GDkqJTftqw,2019-12-28 19:45:08+00:00,wsj,58,7,en,precovid
